0,0,0
9.9999e-06,8.9994554e-05,8.9994554e-05
1.99998e-05,0.00017997911,0.00017997911
2.99997e-05,0.00026995367,0.00026995367
3.99996e-05,0.00035991823,0.00035991823
4.99995e-05,0.00044987279,0.00044987279
5.99994e-05,0.00053981736,0.00053981736
6.99993e-05,0.00062975194,0.00062975194
7.99992e-05,0.00071967652,0.00071967652
8.99991e-05,0.00080959112,0.00080959111
9.9999e-05,0.00089949572,0.00089949572
0.0001099989,0.00098939033,0.00098939033
0.0001199988,0.001079275,0.0010792749
0.0001299987,0.0011691496,0.0011691496
0.0001399986,0.0012590142,0.0012590142
0.0001499985,0.0013488689,0.0013488689
0.0001599984,0.0014387136,0.0014387136
0.0001699983,0.0015285483,0.0015285483
0.0001799982,0.001618373,0.001618373
0.0001899981,0.0017081877,0.0017081877
0.000199998,0.0017979925,0.0017979925
0.0002099979,0.0018877872,0.0018877872
0.0002199978,0.001977572,0.001977572
0.0002299977,0.0020673468,0.0020673468
0.0002399976,0.0021571117,0.0021571117
0.0002499975,0.0022468665,0.0022468665
0.0002599974,0.0023366114,0.0023366114
0.0002699973,0.0024263463,0.0024263463
0.0002799972,0.0025160712,0.0025160712
0.0002899971,0.0026057862,0.0026057862
0.000299997,0.0026954912,0.0026954912
0.0003099969,0.0027851862,0.0027851862
0.0003199968,0.0028748713,0.0028748713
0.0003299967,0.0029645464,0.0029645464
0.0003399966,0.0030542115,0.0030542115
0.0003499965,0.0031438667,0.0031438666
0.0003599964,0.0032335118,0.0032335118
0.0003699963,0.0033231471,0.0033231471
0.0003799962,0.0034127723,0.0034127723
0.0003899961,0.0035023876,0.0035023876
0.000399996,0.003591993,0.003591993
0.0004099959,0.0036815884,0.0036815884
0.0004199958,0.0037711738,0.0037711738
0.0004299957,0.0038607492,0.0038607492
0.0004399956,0.0039503148,0.0039503147
0.0004499955,0.0040398703,0.0040398703
0.0004599954,0.0041294159,0.0041294159
0.0004699953,0.0042189515,0.0042189515
0.0004799952,0.0043084772,0.0043084772
0.0004899951,0.004397993,0.004397993
0.000499995,0.0044874988,0.0044874988
0.0005099949,0.0045769946,0.0045769946
0.0005199948,0.0046664805,0.0046664805
0.0005299947,0.0047559564,0.0047559564
0.0005399946,0.0048454224,0.0048454224
0.0005499945,0.0049348785,0.0049348785
0.0005599944,0.0050243246,0.0050243246
0.0005699943,0.0051137607,0.0051137607
0.0005799942,0.0052031869,0.0052031869
0.0005899941,0.0052926032,0.0052926032
0.000599994,0.0053820095,0.0053820095
0.0006099939,0.0054714059,0.0054714059
0.0006199938,0.0055607924,0.0055607924
0.0006299937,0.0056501689,0.0056501689
0.0006399936,0.0057395355,0.0057395355
0.0006499935,0.0058288921,0.0058288921
0.0006599934,0.0059182388,0.0059182388
0.0006699933,0.0060075756,0.0060075756
0.0006799932,0.0060969024,0.0060969024
0.0006899931,0.0061862194,0.0061862194
0.000699993,0.0062755263,0.0062755263
0.0007099929,0.0063648234,0.0063648234
0.0007199928,0.0064541105,0.0064541105
0.0007299927,0.0065433877,0.0065433877
0.0007399926,0.006632655,0.0066326549
0.0007499925,0.0067219123,0.0067219123
0.0007599924,0.0068111597,0.0068111597
0.0007699923,0.0069003972,0.0069003972
0.0007799922,0.0069896248,0.0069896247
0.0007899921,0.0070788424,0.0070788424
0.000799992,0.0071680501,0.0071680501
0.0008099919,0.0072572479,0.0072572479
0.0008199918,0.0073464358,0.0073464358
0.0008299917,0.0074356138,0.0074356138
0.0008399916,0.0075247818,0.0075247818
0.0008499915,0.0076139399,0.0076139399
0.0008599914,0.0077030882,0.0077030882
0.0008699913,0.0077922265,0.0077922265
0.0008799912,0.0078813549,0.0078813548
0.0008899911,0.0079704733,0.0079704733
0.000899991,0.0080595819,0.0080595819
0.0009099909,0.0081486805,0.0081486805
0.0009199908,0.0082377693,0.0082377693
0.0009299907,0.0083268481,0.0083268481
0.0009399906,0.0084159171,0.0084159171
0.0009499905,0.0085049761,0.0085049761
0.0009599904,0.0085940252,0.0085940252
0.0009699903,0.0086830644,0.0086830644
0.0009799902,0.0087720937,0.0087720937
0.0009899901,0.0088611131,0.0088611131
0.00099999,0.0089501226,0.0089501226
0.0010099899,0.0090391223,0.0090391222
0.0010199898,0.009128112,0.009128112
0.0010299897,0.0092170918,0.0092170918
0.0010399896,0.0093060617,0.0093060617
0.0010499895,0.0093950217,0.0093950217
0.0010599894,0.0094839718,0.0094839718
0.0010699893,0.009572912,0.009572912
0.0010799892,0.0096618424,0.0096618424
0.0010899891,0.0097507628,0.0097507628
0.001099989,0.0098396734,0.0098396734
0.0011099889,0.009928574,0.009928574
0.0011199888,0.010017465,0.010017465
0.0011299887,0.010106346,0.010106346
0.0011399886,0.010195217,0.010195217
0.0011499885,0.010284078,0.010284078
0.0011599884,0.010372929,0.010372929
0.0011699883,0.01046177,0.01046177
0.0011799882,0.010550602,0.010550602
0.0011899881,0.010639423,0.010639423
0.001199988,0.010728235,0.010728235
0.0012099879,0.010817037,0.010817037
0.0012199878,0.010905829,0.010905829
0.0012299877,0.010994611,0.010994611
0.0012399876,0.011083383,0.011083383
0.0012499875,0.011172145,0.011172145
0.0012599874,0.011260898,0.011260898
0.0012699873,0.01134964,0.01134964
0.0012799872,0.011438373,0.011438373
0.0012899871,0.011527096,0.011527096
0.001299987,0.011615809,0.011615809
0.0013099869,0.011704512,0.011704512
0.0013199868,0.011793205,0.011793205
0.0013299867,0.011881888,0.011881888
0.0013399866,0.011970562,0.011970562
0.0013499865,0.012059225,0.012059225
0.0013599864,0.012147879,0.012147879
0.0013699863,0.012236523,0.012236523
0.0013799862,0.012325157,0.012325157
0.0013899861,0.012413781,0.012413781
0.001399986,0.012502395,0.012502395
0.0014099859,0.012591,0.012591
0.0014199858,0.012679594,0.012679594
0.0014299857,0.012768179,0.012768179
0.0014399856,0.012856754,0.012856754
0.0014499855,0.012945319,0.012945319
0.0014599854,0.013033874,0.013033874
0.0014699853,0.013122419,0.013122419
0.0014799852,0.013210954,0.013210954
0.0014899851,0.01329948,0.01329948
0.001499985,0.013387996,0.013387996
0.0015099849,0.013476502,0.013476502
0.0015199848,0.013564998,0.013564998
0.0015299847,0.013653484,0.013653484
0.0015399846,0.01374196,0.01374196
0.0015499845,0.013830427,0.013830426
0.0015599844,0.013918883,0.013918883
0.0015699843,0.01400733,0.01400733
0.0015799842,0.014095767,0.014095767
0.0015899841,0.014184194,0.014184194
0.001599984,0.014272611,0.014272611
0.0016099839,0.014361019,0.014361019
0.0016199838,0.014449416,0.014449416
0.0016299837,0.014537804,0.014537804
0.0016399836,0.014626182,0.014626182
0.0016499835,0.01471455,0.01471455
0.0016599834,0.014802908,0.014802908
0.0016699833,0.014891256,0.014891256
0.0016799832,0.014979595,0.014979595
0.0016899831,0.015067924,0.015067924
0.001699983,0.015156242,0.015156242
0.0017099829,0.015244551,0.015244551
0.0017199828,0.015332851,0.015332851
0.0017299827,0.01542114,0.01542114
0.0017399826,0.01550942,0.01550942
0.0017499825,0.015597689,0.015597689
0.0017599824,0.015685949,0.015685949
0.0017699823,0.015774199,0.015774199
0.0017799822,0.01586244,0.01586244
0.0017899821,0.01595067,0.01595067
0.001799982,0.016038891,0.016038891
0.0018099819,0.016127101,0.016127101
0.0018199818,0.016215302,0.016215302
0.0018299817,0.016303493,0.016303493
0.0018399816,0.016391675,0.016391675
0.0018499815,0.016479846,0.016479846
0.0018599814,0.016568008,0.016568008
0.0018699813,0.01665616,0.01665616
0.0018799812,0.016744302,0.016744302
0.0018899811,0.016832434,0.016832434
0.001899981,0.016920557,0.016920557
